r,parity_prefix_int,parity_prefix_bin,popcount
916647,678839,10100101101110110111,13
916671,670911,10100011110010111111,13
916719,772079,10111100011111101111,15
916731,420827,01100110101111011011,13
916735,744703,10110101110011111111,15
916763,255483,00111110010111111011,14
916783,392879,01011111111010101111,15
916863,652415,10011111010001111111,14
916895,947935,11100111011011011111,15
916959,971679,11101101001110011111,14
916991,309759,01001011100111111111,14
917023,916831,11011111110101011111,16
917039,444335,01101100011110101111,13
917119,962431,11101010111101111111,16
917183,916159,11011111101010111111,16
917199,122831,00011101111111001111,14
917247,483071,01110101111011111111,16
917275,63483,00001111011111111011,14
917351,1044471,11111110111111110111,18
917439,956863,11101001100110111111,14
917487,358639,01010111100011101111,13
917499,243419,00111011011011011011,13
917503,655359,10011111111111111111,18
917531,514811,01111101101011111011,15
917535,113503,00011011101101011111,13
917551,908719,11011101110110101111,15
917567,882239,11010111011000111111,14
917575,1044183,11111110111011010111,16
917615,606063,10010011111101101111,14
917659,244091,00111011100101111011,13
917663,739295,10110100011111011111,14
917671,106423,00011001111110110111,13
917727,818847,11000111111010011111,14
917755,380891,01011100111111011011,14
917787,686587,10100111100111111011,14
917831,571351,10001011011111010111,13
917951,381887,01011101001110111111,14
917999,503535,01111010111011101111,15
918015,660991,10100001010111111111,13
918143,965503,11101011101101111111,16
918171,814971,11000110111101111011,14
918175,780767,10111110100111011111,15
918207,97983,00010111111010111111,14
918247,317303,01001101011101110111,13
918255,249327,00111100110111101111,14
918267,1037787,11111101010111011011,15
918299,209915,00110011001111111011,13
918375,1047543,11111111101111110111,18
918399,370303,01011010011001111111,13
918431,194783,00101111100011011111,13
918463,548287,10000101110110111111,13
918511,718063,10101111010011101111,14
918555,466683,01110001111011111011,14
918559,769887,10111011111101011111,16
918631,976631,11101110011011110111,15
918759,1011063,11110110110101110111,15
918767,634863,10011010111111101111,15
918783,750847,10110111010011111111,15
918811,589307,10001111110111111011,15
918847,643903,10011101001100111111,13
918887,902647,11011100010111110111,14
918911,64639,00001111110001111111,13
918943,995039,11110010111011011111,15
918975,942015,11100101111110111111,16
918991,241359,00111010111011001111,13
919007,629663,10011001101110011111,13
919087,843695,11001101111110101111,15
919143,441591,01101011110011110111,14
919199,216543,00110100110111011111,13
919247,128975,00011111011111001111,14
919271,502647,01111010101101110111,14
919295,403199,01100010011011111111,13
919323,180219,00101011111111111011,15
919387,702139,10101011011010111011,13
919399,1038327,11111101011111110111,17
919423,703103,10101011101001111111,14
919463,847543,11001110111010110111,14
919547,671451,10100011111011011011,13
919551,890879,11011001011111111111,16
919615,884287,11010111111000111111,15
919643,970683,11101100111110111011,15
919655,621303,10010111101011110111,14
919679,973183,11101101100101111111,15
919719,112567,00011011011110110111,13
919759,1035727,11111100110111001111,15
919791,637935,10011011101111101111,15
919879,487383,01110110111111010111,15
919963,417403,01100101111001111011,13
920031,90015,00010101111110011111,13
920039,783991,10111111011001110111,15
920063,368127,01011001110111111111,15
920155,972219,11101101010110111011,14
920219,649083,10011110011101111011,14
920255,644799,10011101011010111111,14
920315,957915,11101001110111011011,14
920319,508671,01111100001011111111,14
920347,191483,00101110101111111011,14
920447,704127,10101011111001111111,15
920511,554431,10000111010110111111,13
920559,1047791,11111111110011101111,17
920575,904191,11011100101111111111,16
920603,472827,01110011011011111011,14
920679,786167,10111111111011110111,17
920731,114043,00011011110101111011,13
920767,683199,10100110110010111111,13
920783,1014223,11110111100111001111,15
920815,202735,00110001011111101111,13
920827,383963,01011101101111011011,14
920831,929023,11100010110011111111,14
920859,742907,10110101010111111011,14
920879,700079,10101010111010101111,13
920903,226263,00110111001111010111,13
920935,515575,01111101110111110111,16
921071,506607,01111011101011101111,15
921087,674303,10100100100111111111,13
921135,849839,11001111011110101111,15
921215,761727,10111001111101111111,16
921243,818043,11000111101101111011,14
921255,768439,10111011100110110111,14
921295,372687,01011010111111001111,14
921327,252399,00111101100111101111,14
921343,118527,00011100111011111111,14
921371,231419,00111000011111111011,13
921375,1030751,11111011101001011111,15
921435,343739,01010011111010111011,13
921447,450551,01101101111111110111,16
921455,505455,01111011011001101111,14
921503,425183,01100111110011011111,14
921599,593919,10010000111111111111,14
921631,125791,00011110101101011111,13
921647,970159,11101100110110101111,14
921671,1007319,11110101111011010111,15
921711,642927,10011100111101101111,14
921767,290743,01000110111110110111,13
921807,849359,11001111010111001111,14
921855,1028351,11111011000011111111,15
921903,252591,00111101101010101111,13
921919,679743,10100101111100111111,14
921927,583639,10001110011111010111,13
922015,998111,11110011101011011111,15
922047,443327,01101100001110111111,13
922079,96159,00010111011110011111,13
922087,196215,00101111111001110111,14
922095,376559,01011011111011101111,15
922111,386559,01011110010111111111,15
922143,776543,10111101100101011111,14
922203,630203,10011001110110111011,13
922223,251247,00111101010101101111,13
922267,720763,10101111111101111011,16
922271,219615,00110101100111011111,13
922343,509815,01111100011101110111,14
922351,728559,10110001110111101111,14
922367,121599,00011101101011111111,14
922395,222203,00110110001111111011,13
922559,601535,10010010110110111111,13
922623,603135,10010011001111111111,14
922651,978683,11101110111011111011,16
922655,347999,01010100111101011111,13
922671,948655,11100111100110101111,14
922715,973755,11101101101110111011,15
922783,758751,10111001001111011111,14
922791,684983,10100111001110110111,13
922855,843127,11001101110101110111,14
922863,172015,00101001111111101111,14
922907,757243,10111000110111111011,14
922951,490455,01110111101111010111,15
922983,521719,01111111010111110111,16
923007,896127,11011010110001111111,14
923039,802527,11000011111011011111,14
923071,839615,11001100111110111111,15
923183,962479,11101010111110101111,15
923239,453879,01101110110011110111,14
923263,780159,10111110011101111111,16
923295,564703,10001001110111011111,13
923343,436175,01101010011111001111,13
923391,341759,01010011011011111111,14
923419,421883,01100110111111111011,15
923495,1026039,11111010011111110111,16
923503,409199,01100011111001101111,13
923519,715391,10101110101001111111,14
923559,941751,11100101111010110111,14
923583,963007,11101011000110111111,14
923615,391583,01011111100110011111,14
923643,683739,10100110111011011011,13
923647,624639,10011000011111111111,14
923675,520955,01111111001011111011,15
923695,914863,11011111010110101111,15
923807,991199,11110001111111011111,16
923815,124855,00011110011110110111,13
923855,654799,10011111110111001111,15
923887,216047,00110100101111101111,13
923903,932095,11100011100011111111,14
923967,685887,10100111011100111111,14
923975,131031,00011111111111010111,15
924095,842687,11001101101110111111,15
924159,101887,00011000110111111111,13
924271,695663,10101001110101101111,13
924315,874363,11010101011101111011,14
924327,638391,10011011110110110111,14
924367,375759,01011011101111001111,14
924391,122743,00011101111101110111,14
924399,734703,10110011010111101111,14
924415,127743,00011111001011111111,14
924443,424955,01100111101111111011,15
924447,900703,11011011111001011111,15
924671,31743,00000111101111111111,14
924699,485115,01110110011011111011,14
924783,645999,10011101101101101111,14
924799,257407,00111110110101111111,15
924827,126331,00011110110101111011,13
924839,293815,01000111101110110111,13
924863,122047,00011101110010111111,13
924911,190447,00101110011111101111,14
924923,445403,01101100101111011011,13
924927,867583,11010011110011111111,15
925031,503287,01111010110111110111,15
925083,326267,01001111101001111011,13
925087,1021663,11111001011011011111,15
925119,931775,11100011011110111111,15
925151,635807,10011011001110011111,13
925167,518895,01111110101011101111,15
925183,104959,00011001100111111111,13
925211,998651,11110011110011111011,15
925311,233343,00111000111101111111,14
925343,570847,10001011010111011111,13
925391,1032143,11111011111111001111,17
925439,294655,01000111111011111111,15
925467,481275,01110101011111111011,15
925503,981311,11101111100100111111,15
925531,356027,01010110111010111011,13
925543,937975,11100100111111110111,15
925631,604607,10010011100110111111,13
925679,383215,01011101100011101111,13
925695,614399,10010101111111111111,16
925723,981755,11101111101011111011,16
925727,351071,01010101101101011111,13
925743,327087,01001111110110101111,14
925759,906815,11011101011000111111,14
925807,860015,11010001111101101111,14
925823,979327,11101111000101111111,15
925855,1009631,11110110011111011111,16
925863,196535,00101111111110110111,15
925919,892575,11011001111010011111,14
925947,847835,11001110111111011011,15
925979,760315,10111001100111111011,14
926015,732991,10110010111100111111,14
926023,677847,10100101011111010111,13
926107,423547,01100111011001111011,13
926111,1010399,11110110101011011111,15
926143,848831,11001111001110111111,15
926183,241271,00111010111001110111,13
926191,478959,01110100111011101111,14
926207,620031,10010111010111111111,15
926255,965551,11101011101110101111,15
926335,236415,00111001101101111111,14
926363,888699,11011000111101111011,14
926399,57023,00001101111010111111,13
926439,128887,00011111011101110111,14
926447,716271,10101110110111101111,15
926459,964059,11101011010111011011,14
926463,371455,01011010101011111111,14
926491,578555,10001101001111111011,13
926567,941047,11100101101111110111,15
926655,409023,01100011110110111111,14
926687,621983,10010111110110011111,14
926719,639999,10011100001111111111,14
926747,163579,00100111111011111011,14
926751,696159,10101001111101011111,14
926791,1047255,11111111101011010111,16
926951,1035639,11111100110101110111,15
926959,561135,10001000111111101111,13
926971,390107,01011111001111011011,14
926975,955647,11101001010011111111,14
927003,1007099,11110101110111111011,16
927135,839391,11001100111011011111,14
927167,884671,11010111111110111111,17
927231,111103,00011011000111111111,13
927279,442287,01101011111110101111,15
927359,489343,01110111011101111111,16
927391,486879,01110110110111011111,15
927471,258543,00111111000111101111,14
927487,378623,01011100011011111111,14
927515,221179,00110101111111111011,15
927591,899063,11011011011111110111,16
927599,421487,01100110111001101111,13
927739,122587,00011101111011011011,13
927743,210943,00110011011111111111,15
927815,1013463,11110111011011010111,15
927835,257979,00111110111110111011,15
927855,866159,11010011011101101111,14
927871,260479,00111111100101111111,15
927911,350135,01010101011110110111,13
927951,961999,11101010110111001111,14
927975,1014135,11110111100101110111,15
927983,564207,10001001101111101111,13
927999,944383,11100110100011111111,14
928071,692183,10101000111111010111,13
928103,506359,01111011100111110111,15
928191,961471,11101010101110111111,15
928207,244431,00111011101011001111,13
928223,212895,00110011111110011111,14
928255,736767,10110011110111111111,16
928347,636347,10011011010110111011,13
928383,242559,00111011001101111111,14
928415,225759,00110111000111011111,13
928423,650679,10011110110110110111,14
928447,63167,00001111011010111111,13
928463,388047,01011110101111001111,14
928487,372599,01011010111101110111,14
928495,746991,10110110010111101111,14
928507,605659,10010011110111011011,13
928511,434943,01101010001011111111,13
928543,912991,11011110111001011111,15
928575,163135,00100111110100111111,13
