r,parity_prefix_int,parity_prefix_bin,popcount
332647,625655,10011000101111110111,13
332799,275455,01000011001111111111,13
332827,257787,00111110111011111011,15
332831,937823,11100100111101011111,14
332847,752047,10110111100110101111,14
332891,121787,00011101101110111011,13
332903,349943,01010101011011110111,13
332927,341375,01010011010101111111,13
332967,1012663,11110111001110110111,15
333031,253303,00111101110101110111,14
333039,1023983,11111001111111101111,17
333127,949207,11100111101111010111,15
333159,849399,11001111010111110111,15
333183,437375,01101010110001111111,13
333215,212703,00110011111011011111,14
333247,380863,01011100111110111111,15
333339,636155,10011011010011111011,13
333359,110511,00011010111110101111,13
333415,650487,10011110110011110111,14
333439,59263,00001110011101111111,13
333471,1023455,11111001110111011111,16
333519,239567,00111010011111001111,13
333567,538367,10000011011011111111,13
333595,749563,10110110111111111011,16
333671,436215,01101010011111110111,14
333679,212591,00110011111001101111,13
333695,911999,11011110101001111111,15
333735,745143,10110101111010110111,14
333759,766399,10111011000110111111,14
333791,588191,10001111100110011111,13
333819,1011419,11110110111011011011,15
333823,296959,01001000011111111111,13
333851,979707,11101111001011111011,15
333915,335803,01010001111110111011,13
333951,706943,10101100100101111111,13
333983,401375,01100001111111011111,14
333991,845751,11001110011110110111,14
334031,720335,10101111110111001111,15
334047,513695,01111101011010011111,14
334075,669659,10100011011111011011,13
334079,735487,10110011100011111111,14
334107,905723,11011101000111111011,14
334143,882495,11010111011100111111,15
334151,327639,01001111111111010111,15
334207,514175,01111101100001111111,14
334271,383935,01011101101110111111,15
334303,864159,11010010111110011111,14
334335,822783,11001000110111111111,14
334447,1023343,11111001110101101111,15
334491,415611,01100101011101111011,13
334503,310711,01001011110110110111,13
334527,509631,01111100011010111111,14
334543,572367,10001011101111001111,13
334567,188279,00101101111101110111,14
334591,193279,00101111001011111111,14
334619,752635,10110111101111111011,16
334719,609919,10010100111001111111,13
334815,685471,10100111010110011111,13
334831,634095,10011010110011101111,13
334847,1014783,11110111101111111111,18
334951,364279,01011000111011110111,13
334959,318319,01001101101101101111,13
334975,585087,10001110110101111111,14
335003,847227,11001110110101111011,14
335007,510943,01111100101111011111,15
335015,752567,10110111101110110111,15
335039,842943,11001101110010111111,14
335087,1042415,11111110011111101111,17
335099,248795,00111100101111011011,13
335207,962039,11101010110111110111,15
335259,785019,10111111101001111011,15
335295,79807,00010011011110111111,13
335343,977647,11101110101011101111,15
335359,825855,11001001100111111111,14
335407,698287,10101010011110101111,13
335487,167807,00101000111101111111,13
335519,1029599,11111011010111011111,16
335567,311247,01001011111111001111,14
335599,903663,11011100100111101111,14
335615,229119,00110111111011111111,16
335643,940027,11100101011111111011,15
335679,129343,00011111100100111111,13
335707,945851,11100110111010111011,14
335719,86007,00010100111111110111,13
335855,973039,11101101100011101111,14
335871,811007,11000101111111111111,16
335899,260859,00111111101011111011,15
335903,940895,11100101101101011111,14
335919,916911,11011111110110101111,16
335935,448063,01101101011000111111,13
335963,341947,01010011011110111011,13
335975,709367,10101101001011110111,13
335983,401263,01100001111101101111,13
335999,127359,00011111000101111111,13
336031,419807,01100110011111011111,14
336039,917431,11011111111110110111,17
336095,433823,01101001111010011111,13
336123,389083,01011110111111011011,15
336199,1005527,11110101011111010111,15
336283,226939,00110111011001111011,13
336319,390079,01011111001110111111,15
336383,685567,10100111010111111111,15
336431,113583,00011011101110101111,13
336511,170879,00101001101101111111,13
336539,429947,01101000111101111011,13
336575,122559,00011101111010111111,14
336615,194423,00101111011101110111,14
336623,519663,01111110110111101111,16
336635,767451,10111011010111011011,14
336639,568063,10001010101011111111,13
336667,1037307,11111101001111111011,16
336703,357695,01010111010100111111,13
336711,519639,01111110110111010111,15
336743,89079,00010101101111110111,13
336831,605631,10010011110110111111,14
336863,294303,01000111110110011111,13
336895,312319,01001100001111111111,13
336923,1015547,11110111111011111011,17
336927,892767,11011001111101011111,15
336967,457431,01101111101011010111,14
336987,707515,10101100101110111011,13
337023,353663,01010110010101111111,13
337135,1019887,11111000111111101111,16
337147,586715,10001111001111011011,13
337151,759039,10111001010011111111,14
337179,417275,01100101110111111011,14
337215,897855,11011011001100111111,14
337311,249567,00111100111011011111,14
337343,556991,10000111111110111111,15
337375,867231,11010011101110011111,14
337383,383607,01011101101001110111,13
337407,831999,11001011000111111111,14
337455,769967,10111011111110101111,16
337511,875767,11010101110011110111,14
337535,817023,11000111011101111111,15
337563,512891,01111101001101111011,14
337567,945631,11100110110111011111,15
337647,193007,00101111000111101111,13
337663,575231,10001100011011111111,13
337691,548859,10000101111111111011,14
337767,964599,11101011011111110111,16
337775,224879,00110110111001101111,13
337791,612991,10010101101001111111,13
337915,843483,11001101111011011011,14
337919,538623,10000011011111111111,14
338011,585659,10001110111110111011,14
338023,367351,01011001101011110111,13
338031,407407,01100011011101101111,13
338047,588159,10001111100101111111,14
338079,462815,01110000111111011111,14
338087,939959,11100101011110110111,14
338127,765391,10111010110111001111,14
338159,1022959,11111001101111101111,16
338171,681947,10100110011111011011,13
338175,747775,10110110100011111111,14
338247,1019863,11111000111111010111,15
338279,965111,11101011100111110111,15
338331,491131,01110111111001111011,15
338367,109503,00011010101110111111,13
338399,147359,00100011111110011111,13
338431,15871,00000011110111111111,13
338559,177023,00101011001101111111,13
338599,322999,01001110110110110111,13
338623,128703,00011111011010111111,14
338639,584655,10001110101111001111,13
338663,569207,10001010111101110111,13
338687,238335,00111010001011111111,13
338751,359743,01010111110100111111,14
338791,95223,00010111001111110111,13
338815,433791,01101001111001111111,14
338855,260791,00111111101010110111,14
338943,568319,10001010101111111111,14
338971,775931,10111101011011111011,15
338975,898911,11011011011101011111,15
339035,127931,00011111001110111011,13
339047,351991,01010101111011110111,14
339055,510831,01111100101101101111,14
339071,294271,01000111110101111111,14
339099,941435,11100101110101111011,14
339103,465887,01110001101111011111,14
339135,1035455,11111100110010111111,15
339175,259447,00111111010101110111,14
339183,751599,10110111011111101111,16
339195,392155,01011111101111011011,15
339227,423419,01100111010111111011,14
339303,441847,01101011110111110111,15
339391,116671,00011100011110111111,13
339455,748031,10110110100111111111,15
339583,147327,00100011111101111111,14
339611,433019,01101001101101111011,13
339615,1041887,11111110010111011111,16
339663,675791,10100100111111001111,13
339695,522735,01111111100111101111,16
339711,306943,01001010111011111111,14
339739,993275,11110010011111111011,15
339803,908987,11011101111010111011,15
339815,786423,10111111111111110111,18
339879,751287,10110111011010110111,14
339967,307199,01001010111111111111,15
340039,687831,10100111111011010111,14
340059,354235,01010110011110111011,13
340079,126831,00011110111101101111,14
340127,849887,11001111011111011111,16
340135,954295,11101000111110110111,14
340159,1013951,11110111100010111111,15
340207,1029103,11111011001111101111,16
340219,622555,10010111111111011011,15
340271,1030831,11111011101010101111,15
340287,474943,01110011111100111111,15
340383,252639,00111101101011011111,14
340415,697279,10101010001110111111,13
340447,890783,11011001011110011111,14
340463,761583,10111001111011101111,15
340511,506207,01111011100101011111,14
340527,125871,00011110101110101111,13
340571,867771,11010011110110111011,14
340591,1029487,11111011010101101111,15
340607,879487,11010110101101111111,15
340639,948703,11100111100111011111,15
340671,372415,01011010111010111111,14
340711,239479,00111010011101110111,13
340719,228847,00110111110111101111,15
340735,310015,01001011101011111111,14
340807,482775,01110101110111010111,14
340863,439935,01101011011001111111,14
340927,642495,10011100110110111111,14
340991,398335,01100001001111111111,13
341023,552799,10000110111101011111,13
341039,776623,10111101100110101111,14
341083,588731,10001111101110111011,14
341095,358135,01010111011011110111,14
341103,324463,01001111001101101111,13
341119,710015,10101101010101111111,14
341151,472031,01110011001111011111,14
341159,1037239,11111101001110110111,15
341183,849087,11001111010010111111,14
341223,720247,10101111110101110111,15
341231,868335,11010011111111101111,16
341275,470523,01110010110111111011,14
341319,1022935,11111001101111010111,15
341407,728799,10110001111011011111,14
341439,765887,10111010111110111111,16
341455,835279,11001011111011001111,14
341471,879519,11010110101110011111,14
341503,844287,11001110000111111111,14
341551,348079,01010100111110101111,13
341663,327135,01001111110111011111,15
341735,572279,10001011101101110111,13
341759,661247,10100001011011111111,13
341787,446459,01101100111111111011,15
341871,581231,10001101111001101111,13
341927,1015479,11110111111010110111,16
342011,1035995,11111100111011011011,15
342015,387071,01011110011111111111,16
342047,947039,11100111001101011111,14
342107,294843,01000111111110111011,14
342127,419695,01100110011101101111,13
342143,371071,01011010100101111111,13
342175,442335,01101011111111011111,16
342239,439967,01101011011010011111,13
342255,945135,11100110101111101111,15
342267,120795,00011101011111011011,13
342343,745431,10110101111111010111,15
342375,977399,11101110100111110111,15
342399,440447,01101011100001111111,13
342463,768959,10111011101110111111,16
342495,184223,00101100111110011111,13
342511,767727,10111011011011101111,15
342527,912895,11011110110111111111,17
342631,653559,10011111100011110111,14
342639,933231,11100011110101101111,14
342655,189311,00101110001101111111,13
342695,417207,01100101110110110111,13
342719,435903,01101010011010111111,13
342735,678863,10100101101111001111,13
342759,311159,01001011111101110111,14
342767,513519,01111101010111101111,15
342811,449531,01101101101111111011,15
342911,93823,00010110111001111111,13
343007,710047,10101101010110011111,13
343035,1014491,11110111101011011011,15
343039,105471,00011001101111111111,14
343071,911199,11011110011101011111,15
343151,129903,00011111101101101111,14
343199,977887,11101110101111011111,16
343207,957367,11101001101110110111,14
343231,654527,10011111110010111111,15
343291,699355,10101010101111011011,13
343343,900783,11011011111010101111,15
343455,734943,10110011011011011111,14
343487,333759,01010001011110111111,13
343551,915967,11011111100111111111,17
343579,253179,00111101110011111011,14
343583,376159,01011011110101011111,14
343655,881911,11010111010011110111,14
343679,520063,01111110111101111111,17
343711,1005023,11110101010111011111,15
343743,375487,01011011101010111111,14
343759,106447,00011001111111001111,13
343807,368383,01011001111011111111,15
343835,800763,11000011011111111011,14
343899,970427,11101100111010111011,14
343911,208887,00110010111111110111,14
343935,619135,10010111001001111111,13
343999,645567,10011101100110111111,14
344047,637167,10011011100011101111,13
344059,849627,11001111011011011011,14
344063,737279,10110011111111111111,17
344095,555871,10000111101101011111,13
344155,710587,10101101011110111011,14
344167,373495,01011011001011110111,13
344175,360303,01010111111101101111,15
344219,850299,11001111100101111011,14
344223,493535,01111000011111011111,14
344231,548791,10000101111110110111,13
344303,1041391,11111110001111101111,16
344347,473595,01110011100111111011,14
344383,511807,01111100111100111111,15
344391,751575,10110111011111010111,15
344475,251515,00111101011001111011,13
344559,159471,00100110111011101111,13
344575,644607,10011101010111111111,15
344623,351151,01010101101110101111,13
344667,880059,11010110110110111011,14
344703,523135,01111111101101111111,17
344767,1031871,11111011111010111111,17
344831,674559,10100100101011111111,13
344859,455675,01101111001111111011,15
344895,382271,01011101010100111111,13
344923,948923,11100111101010111011,14
344935,211959,00110011101111110111,14
344959,452223,01101110011001111111,14
345023,859583,11010001110110111111,14
345055,368031,01011001110110011111,13
345087,123903,00011110001111111111,14
345115,188155,00101101111011111011,14
345119,982879,11101111111101011111,17
345179,371643,01011010101110111011,13
345215,378239,01011100010101111111,13
345243,947579,11100111010101111011,14
345247,484319,01110110001111011111,14
345319,765303,10111010110101110111,14
345327,323567,01001110111111101111,15
345371,278011,01000011110111111011,13
345471,965759,11101011110001111111,15
345503,716511,10101110111011011111,15
345535,565183,10001001111110111111,14
345551,847567,11001110111011001111,14
345567,187295,00101101101110011111,13
345599,938495,11100101000111111111,14
345647,696239,10101001111110101111,14
345703,883959,11010111110011110111,15
345727,513919,01111101011101111111,16
345755,439163,01101011001101111011,13
345759,1019359,11111000110111011111,15
345807,112591,00011011011111001111,13
345831,584567,10001110101101110111,13
345855,386815,01011110011011111111,15
345883,491515,01110111111111111011,17
345927,522711,01111111100111010111,15
345947,915131,11011111011010111011,15
345959,235511,00111001011111110111,14
345967,249455,00111100111001101111,13
345983,96895,00010111101001111111,13
346107,655067,10011111111011011011,15
346111,579583,10001101011111111111,15
346223,382831,01011101011101101111,14
346271,159711,00100110111111011111,14
346279,554935,10000111011110110111,13
346351,326639,01001111101111101111,15
346363,706523,10101100011111011011,13
346367,772351,10111100100011111111,14
346439,929751,11100010111111010111,14
346523,695931,10101001111001111011,13
346527,258783,00111111001011011111,14
346559,347071,01010100101110111111,13
346607,780015,10111110011011101111,15
346623,56831,00001101110111111111,14
346735,945519,11100110110101101111,14
346855,675703,10100100111101110111,13
346875,646619,10011101110111011011,14
346907,830459,11001010101111111011,14
346951,488919,01110111010111010111,14
346991,227951,00110111101001101111,13
347007,261759,00111111111001111111,16
347071,865727,11010011010110111111,14
347119,244975,00111011110011101111,14
347135,363519,01011000101111111111,14
347163,194299,00101111011011111011,14
347167,612191,10010101011101011111,13
347239,999159,11110011111011110111,16
347247,437103,01101010101101101111,13
347263,1039743,11111101110101111111,17
347291,556411,10000111110101111011,13
347295,162783,00100111101111011111,14
347327,961727,11101010110010111111,14
347343,768463,10111011100111001111,14
347375,448495,01101101011111101111,15
347391,912639,11011110110011111111,16
347419,497147,01111001010111111011,14
347439,913071,11011110111010101111,15
347455,514879,01111101101100111111,15
347463,1029079,11111011001111010111,15
347495,761335,10111001110111110111,15
347551,747231,10110110011011011111,14
347583,583615,10001110011110111111,14
347631,162543,00100111101011101111,13
347647,952831,11101000100111111111,14
347679,388447,01011110110101011111,14
347695,702383,10101011011110101111,14
347775,974719,11101101111101111111,17
347815,326071,01001111100110110111,13
347839,387775,01011110101010111111,14
347855,290767,01000110111111001111,13
347903,102143,00011000111011111111,13
347931,837627,11001100011111111011,14
347995,327355,01001111111010111011,14
348007,663543,10100001111111110111,14
348015,587375,10001111011001101111,13
348063,212191,00110011110011011111,13
348071,775863,10111101011010110111,14
348159,348159,01010100111111111111,15
348231,761559,10111001111011010111,14
348251,378811,01011100011110111011,13
348319,219103,00110101011111011111,14
348327,602039,10010010111110110111,13
348351,1038527,11111101100010111111,15
348399,1004527,11110101001111101111,15
348411,581595,10001101111111011011,14
348443,485883,01110110100111111011,14
348479,466751,01110001111100111111,14
348575,719583,10101111101011011111,15
348647,835191,11001011111001110111,14
348655,65263,00001111111011101111,14
348671,894463,11011010010111111111,15
348763,187835,00101101110110111011,13
348827,933755,11100011111101111011,15
348831,1022431,11111001100111011111,15
348839,423351,01100111010110110111,13
348879,685007,10100111001111001111,13
348911,974319,11101101110111101111,16
348927,105215,00011001101011111111,13
348955,1025019,11111010001111111011,15
348999,228823,00110111110111010111,14
349031,248823,00111100101111110111,14
349119,60863,00001110110110111111,13
349183,357375,01010111001111111111,15
349211,569083,10001010111011111011,13
349215,626527,10011000111101011111,13
349311,1045887,11111111010101111111,17
349343,316383,01001101001111011111,13
349351,963511,11101011001110110111,14
349423,778223,10111101111111101111,17
349467,314875,01001100110111111011,13
349511,932823,11100011101111010111,14
349543,767479,10111011010111110111,15
349567,978047,11101110110001111111,15
349599,949983,11100111111011011111,16
349631,692159,10101000111110111111,14
349647,941775,11100101111011001111,14
349663,904095,11011100101110011111,14
349723,259323,00111111010011111011,14
349743,356271,01010110111110101111,14
349823,501631,01111010011101111111,15
349855,744927,10110101110111011111,15
349903,124879,00011110011111001111,13
349927,678775,10100101101101110111,13
349951,620287,10010111011011111111,15
349979,45051,00001010111111111011,13
350055,681975,10100110011111110111,14
350063,392815,01011111111001101111,15
350143,651711,10011111000110111111,14
350203,962267,11101010111011011011,14
350239,971615,11101101001101011111,14
350299,1040315,11111101111110111011,17
350319,444271,01101100011101101111,13
350367,483295,01110101111111011111,16
350415,638415,10011011110111001111,14
350447,1018863,11111000101111101111,15
350459,587739,10001111011111011011,14
350463,915711,11011111100011111111,16
350527,472895,01110011011100111111,14
350535,868311,11010011111111010111,15
350655,695231,10101001101110111111,14
350687,520095,01111110111110011111,16
350703,218863,00110101011011101111,13
350719,544255,10000100110111111111,13
350767,357295,01010111001110101111,13
350831,908655,11011101110101101111,15
350927,293839,01000111101111001111,13
350951,106359,00011001111101110111,13
350959,980463,11101111010111101111,16
350975,111359,00011011001011111111,13
351003,48123,00001011101111111011,13
351007,818783,11000111111001011111,14
351167,878015,11010110010110111111,14
351199,374175,01011011010110011111,13
351215,257263,00111110110011101111,14
351227,1039067,11111101101011011011,15
351231,998399,11110011101111111111,17
351259,239355,00111010011011111011,13
351335,1036023,11111100111011110111,16
351359,1027455,11111010110101111111,16
351399,605111,10010011101110110111,13
351471,829423,11001010011111101111,14
351487,97535,00010111110011111111,14
351535,614063,10010101111010101111,13
351591,159223,00100110110111110111,13
351679,292799,01000111011110111111,14
351711,193439,00101111001110011111,13
351743,547327,10000101100111111111,13
351771,720123,10101111110011111011,15
351791,714671,10101110011110101111,14
351847,906487,11011101010011110111,14
351871,413567,01100100111101111111,14
351903,751071,10110111010111011111,15
351951,196559,00101111111111001111,15
351999,737023,10110011111011111111,16
352027,923643,11100001011111111011,14
352091,634555,10011010111010111011,13
352103,724983,10110000111111110111,14
352127,643711,10011101001001111111,13
352159,224479,00110110110011011111,13
352191,63935,00001111100110111111,13
352255,925695,11100001111111111111,16
352283,572155,10001011101011111011,13
352287,629599,10011001101101011111,13
352303,179631,00101011110110101111,13
352347,1046459,11111111011110111011,17
352367,843631,11001101111101101111,15
352415,403423,01100010011111011111,13
352423,409527,01100011111110110111,14
352479,974495,11101101111010011111,15
352507,700379,10101010111111011011,14
352539,317947,01001101100111111011,13
352575,978751,11101110111100111111,16
352583,956375,11101001011111010111,14
352667,702075,10101011011001111011,13
352671,764639,10111010101011011111,14
352703,701375,10101011001110111111,14
352743,847479,11001110111001110111,14
352751,233199,00111000111011101111,13
352767,505343,01111011010111111111,16
352815,359343,01010111101110101111,14
352859,904635,11011100110110111011,14
352895,416639,01100101101101111111,14
352923,970619,11101100111101111011,15
352959,958143,11101001111010111111,15
352999,112503,00011011011101110111,13
353007,306671,01001010110111101111,13
353019,652763,10011111010111011011,14
353023,289535,01000110101011111111,13
353115,973499,11101101101010111011,14
353127,728055,10110001101111110111,14
353215,818623,11000111110110111111,15
353307,311035,01001011111011111011,14
353311,89951,00010101111101011111,13
353435,972155,11101101010101111011,14
353439,508895,01111100001111011111,14
353519,741359,10110100111111101111,15
353535,644351,10011101010011111111,14
353563,400891,01100001110111111011,13
353599,521023,01111111001100111111,15
353607,945111,11100110101111010111,14
353639,779767,10111110010111110111,15
353727,671679,10100011111110111111,15
353759,523167,01111111101110011111,16
353791,553471,10000111000111111111,13
353839,1048495,11111111111110101111,18
353883,883131,11010111100110111011,14
353919,374655,01011011011101111111,15
353951,929247,11100010110111011111,14
353999,350159,01010101011111001111,13
354075,630779,10011001111111111011,15
354151,587767,10001111011111110111,15
354159,700015,10101010111001101111,13
354303,325631,01001111011111111111,16
354367,777791,10111101111000111111,15
354375,767703,10111011011011010111,14
354395,1028027,11111010111110111011,16
354407,1039095,11111101101011110111,16
354415,849775,11001111011101101111,15
354431,1030527,11111011100101111111,16
354463,118751,00011100111111011111,14
354471,628663,10011001011110110111,13
354511,650703,10011110110111001111,14
354535,768375,10111011100101110111,14
354543,744431,10110101101111101111,15
354555,370651,01011010011111011011,13
354623,485183,01110110011100111111,14
354631,905175,11011100111111010111,15
354663,162295,00100111100111110111,13
354715,343675,01010011111001111011,13
354751,355263,01010110101110111111,14
354767,850639,11001111101011001111,14
354783,229279,00110111111110011111,15
354815,851455,11001111110111111111,17
354907,193979,00101111010110111011,13
354927,970095,11101100110101101111,14
354943,422783,01100111001101111111,14
354975,1028575,11111011000111011111,15
355007,964287,11101011011010111111,15
355047,290679,01000110111101110111,13
355055,501231,01111010010111101111,14
355067,64987,00001111110111011011,13
355071,123647,00011110001011111111,13
355099,936955,11100100101111111011,14
355135,998719,11110011110100111111,15
355143,513495,01111101010111010111,14
355175,734199,10110011001111110111,14
355183,252527,00111101101001101111,13
355199,679551,10100101111001111111,14
355263,185791,00101101010110111111,13
355311,744687,10110101110011101111,14
355327,453631,01101110101111111111,16
355359,96095,00010111011101011111,13
355431,990967,11110001111011110111,15
355455,900479,11011011110101111111,16
355483,630139,10011001110101111011,13
355487,121823,00011101101111011111,14
355495,617399,10010110101110110111,13
355567,47087,00001011011111101111,13
355579,703451,10101011101111011011,14
355611,407035,01100011010111111011,13
355647,981823,11101111101100111111,16
355687,65015,00001111110111110111,14
355743,771807,10111100011011011111,14
355791,947919,11100111011011001111,14
355823,236271,00111001101011101111,13
355839,600575,10010010100111111111,13
355867,765179,10111010110011111011,14
355951,948591,11100111100101101111,14
355967,458623,01101111111101111111,17
355995,973691,11101101101101111011,15
356047,364495,01011000111111001111,13
356071,684919,10100111001101110111,13
356079,309743,01001011100111101111,13
356095,192255,00101110111011111111,15
356123,649211,10011110011111111011,15
356199,704503,10101011111111110111,16
356255,580831,10001101110011011111,13
356287,895423,11011010100110111111,14
356351,684031,10100110111111111111,16
356379,584443,10001110101011111011,13
356399,191919,00101110110110101111,13
356463,962415,11101010111101101111,15
356511,341983,01010011011111011111,14
356519,446391,01101100111110110111,14
356543,964799,11101011100010111111,14
356591,750575,10110111001111101111,15
356603,704475,10101011111111011011,15
356635,510459,01111100100111111011,14
356655,916143,11011111101010101111,15
356671,163647,00100111111100111111,14
356799,713663,10101110001110111111,14
356831,513951,01111101011110011111,15
356839,941687,11100101111001110111,14
356847,483055,01110101111011101111,15
356863,607743,10010100010111111111,13
356895,391519,01011111100101011111,14
356955,523707,01111111110110111011,16
356975,914799,11011111010101101111,15
356991,469887,01110010101101111111,14
357023,932319,11100011100111011111,14
357031,447927,01101101010110110111,13
357055,618175,10010110111010111111,14
357071,709583,10101101001111001111,13
357095,124791,00011110011101110111,13
357103,572911,10001011110111101111,14
357119,195327,00101111101011111111,15
357191,433623,01101001110111010111,13
357223,715767,10101110101111110111,15
357247,685695,10100111011001111111,14
357375,840703,11001101001111111111,15
357403,675579,10100100111011111011,13
357467,1031099,11111011101110111011,16
357479,997111,11110011011011110111,15
357535,127967,00011111001111011111,14
357607,638327,10011011110101110111,14
357615,655343,10011111111111101111,17
357659,126459,00011110110111111011,14
357679,620207,10010111011010101111,13
357703,908247,11011101101111010111,15
357735,218615,00110101010111110111,13
357791,909023,11011101111011011111,16
357823,1044415,11111110111110111111,18
357839,556751,10000111111011001111,13
358015,477055,01110100011101111111,14
358047,867807,11010011110111011111,15
358119,293751,01000111101101110111,13
358143,579327,10001101011011111111,14
358171,888827,11011000111111111011,15
358247,755703,10111000011111110111,14
358311,868023,11010011111010110111,14
358399,927743,11100010011111111111,15
358431,635743,10011011001101011111,13
358491,901051,11011011111110111011,16
358527,1042815,11111110100101111111,16
358559,294879,01000111111111011111,15
358607,875983,11010101110111001111,14
358623,980639,11101111011010011111,15
358639,928751,11100010101111101111,14
358683,324091,01001111000111111011,13
358719,317247,01001101011100111111,13
358727,597975,10010001111111010111,13
358783,981119,11101111100001111111,15
358811,355963,01010110111001111011,13
358847,1047487,11111111101110111111,18
358895,489199,01110111011011101111,15
358911,404991,01100010110111111111,14
358959,381871,01011101001110101111,13
359023,327023,01001111110101101111,14
359103,976575,11101110011010111111,15
359119,367567,01011001101111001111,13
359143,196471,00101111111101110111,15
359163,896475,11011010110111011011,14
359167,348927,01010101001011111111,13
359195,891899,11011001101111111011,15
359199,892511,11011001111001011111,14
359231,1011007,11110110110100111111,15
359271,746487,10110110001111110111,14
359295,732799,10110010111001111111,14
359359,902591,11011100010110111111,14
359419,965339,11101011101011011011,14
359423,646143,10011101101111111111,16
359527,454391,01101110111011110111,15
359535,965487,11101011101101101111,15
359551,1002879,11110100110101111111,15
359583,371679,01011010101111011111,14
359591,449463,01101101101110110111,14
359615,441535,01101011110010111111,14
359663,935919,11100100011111101111,14
359675,715739,10101110101111011011,14
359679,56575,00001101110011111111,13
359707,419323,01100110010111111011,13
359727,97967,00010111111010101111,13
359743,502591,01111010101100111111,14
359783,232951,00111000110111110111,13
359839,915167,11011111011011011111,16
359871,1038271,11111101011110111111,17
359935,408063,01100011100111111111,14
359967,621919,10010111110101011111,14
360063,274303,01000010111101111111,13
360095,955871,11101001010111011111,14
360127,621247,10010111101010111111,14
360143,352207,01010101111111001111,14
360175,322031,01001110100111101111,13
360191,384767,01011101111011111111,16
360219,882683,11010111011111111011,16
360295,946167,11100110111111110111,16
360351,249055,00111100110011011111,13
360431,260335,00111111100011101111,14
360447,819199,11000111111111111111,17
360475,678651,10100101101011111011,13
360511,783935,10111111011000111111,15
360551,1045239,11111111001011110111,16
360559,442223,01101011111101101111,15
360607,378847,01011100011111011111,14
360671,261791,00111111111010011111,15
360731,129531,00011111100111111011,14
360775,604119,10010011011111010111,13
360943,667375,10100010111011101111,13
360959,431615,01101001010111111111,14
361087,277375,01000011101101111111,13
361115,257915,00111110111101111011,15
361119,944607,11100110100111011111,14
361151,786111,10111111111010111111,17
361191,350071,01010101011101110111,13
361199,413167,01100100110111101111,13
361215,363263,01011000101011111111,13
361243,898043,11011011001111111011,15
361307,637627,10011011101010111011,13
361319,949239,11100111101111110111,16
361375,227551,00110111100011011111,13
361407,515519,01111101110110111111,16
361439,1039775,11111101110110011111,16
361455,750831,10110111010011101111,14
361471,959487,11101010001111111111,15
361499,106235,00011001111011111011,13
361503,212831,00110011111101011111,14
361563,1043387,11111110101110111011,16
361575,1009399,11110110011011110111,15
361627,636283,10011011010101111011,13
361631,435167,01101010001111011111,13
361703,650615,10011110110101110111,14
361711,864239,11010010111111101111,15
361727,62719,00001111010011111111,13
361755,359931,01010111110111111011,15
361799,969687,11101100101111010111,14
361855,162943,00100111110001111111,13
361887,634591,10011010111011011111,14
361919,450495,01101101111110111111,16
361959,850551,11001111101001110111,14
361967,242415,00111011001011101111,13
361983,627199,10011001000111111111,13
362031,941999,11100101111110101111,15
362075,907707,11011101100110111011,14
362087,474359,01110011110011110111,14
362111,300927,01001001011101111111,13
362139,979835,11101111001101111011,15
362143,904671,11011100110111011111,15
362191,358351,01010111011111001111,14
362239,698111,10101010011011111111,14
362267,475131,01110011111111111011,16
362343,1005559,11110101011111110111,16
362367,735871,10110011101001111111,14
362399,586975,10001111010011011111,13
362407,880311,11010110111010110111,14
362491,442075,01101011111011011011,14
362495,595967,10010001011111111111,14
362559,196159,00101111111000111111,14
362587,1003451,11110100111110111011,15
362599,457463,01101111101011110111,15
362623,1005951,11110101100101111111,15
362655,1028063,11111010111111011111,17
362735,867311,11010011101111101111,15
362815,509759,01111100011100111111,14
362823,323543,01001110111111010111,14
362855,236023,00111001100111110111,13
362907,712315,10101101111001111011,14
362975,974751,11101101111110011111,16
362983,947831,11100111011001110111,14
363007,73215,00010001110111111111,13
363119,634223,10011010110101101111,13
363135,496511,01111001001101111111,14
363239,364407,01011000111101110111,13
363291,551931,10000110101111111011,13
363327,843071,11001101110100111111,14
363335,439767,01101011010111010111,13
363375,703087,10101011101001101111,13
363455,521663,01111111010110111111,16
363503,1015023,11110111110011101111,16
363519,609279,10010100101111111111,14
363547,112379,00011011011011111011,13
363623,687863,10100111111011110111,15
363631,977775,11101110101101101111,15
363647,826751,11001001110101111111,14
363679,1031135,11111011101111011111,17
363687,641975,10011100101110110111,13
363711,453823,01101110110010111111,14
363727,653775,10011111100111001111,14
363759,890863,11011001011111101111,15
363775,175359,00101010110011111111,13
363803,382459,01011101010111111011,14
363847,914391,11011111001111010111,15
363879,482807,01110101110111110111,15
363967,1025983,11111010011110111111,16
363983,972495,11101101011011001111,14
364015,670447,10100011101011101111,13
364031,444927,01101100100111111111,14
364079,948143,11100111011110101111,15
364143,973167,11101101100101101111,14
364159,204671,00110001111101111111,14
364187,260987,00111111101101111011,15
364263,709495,10101101001101110111,13
364271,416239,01100101100111101111,13
364287,347903,01010100111011111111,14
364379,245435,00111011111010111011,14
364391,745463,10110101111111110111,16
364447,392415,01011111110011011111,15
364543,430079,01101000111111111111,15
364615,646871,10011101111011010111,14
364711,782263,10111110111110110111,16
364751,882127,11010111010111001111,14
364783,955375,11101001001111101111,14
364795,1023963,11111001111111011011,16
364827,436731,01101010100111111011,13
364863,122687,00011101111100111111,14
364871,616407,10010110011111010111,13
